epoch,loss,mask_mAP,mask_mAP_50,mask_mAP_75,box_mAP,box_mAP_50,box_mAP_75,box_mAP_small,mask_mAP_small
0,0.742177949044104,0.043755387349202944,0.09494651966147374,0.030794086269728196,0.036846633669464494,0.08970865843425409,0.025685449284313454,0.03667226460192878,0.03827227316065086
1,0.42048679130088024,0.08013597887851905,0.13394568317672875,0.09184657870500122,0.079291108586313,0.1340100670591328,0.0856570598053765,0.0286246175282906,0.03159738753386123
2,0.3741273382559263,0.13582788338836807,0.2051712579625764,0.15507319082897159,0.1351104523316972,0.20648564904271383,0.14688872989411236,0.06610946484208792,0.07867474440719377
3,0.35184575406343144,0.19099705968262656,0.2777795551986846,0.2148074559481083,0.17847395093286036,0.2786411574677979,0.1950021174598898,0.03632335885819423,0.03827232848218283
4,0.3308499559382568,0.22583021421201718,0.3385867530261922,0.21995252255124967,0.23431263009200204,0.3417072385538976,0.29313243454246096,0.05056200015038208,0.05067799168690262
5,0.30745438918271467,0.23290122412342396,0.32968366179353037,0.27424517114514263,0.23453396515093228,0.3299510852625252,0.27985265038635637,0.052453647563920576,0.04899448648500225
6,0.29979197563250976,0.22833299865783857,0.3462823316339405,0.22117135793382897,0.2311808929907986,0.345783326662773,0.22503910206777358,0.08274973671812406,0.07936700684858314
7,0.292851455165448,0.19500670365314848,0.3069005463138894,0.21706881805292488,0.1888273434868315,0.31254948750969774,0.21378886508880734,0.09603160993583272,0.09588589404158311
8,0.27713028613572327,0.2495641919236536,0.3680642805442802,0.30479845056687616,0.2651312857511793,0.37785783139915874,0.3212850878083997,0.1051519844471407,0.10008076772741523
9,0.27556081393791915,0.2600645747514264,0.3948235654991526,0.3085909283985376,0.2864146531821333,0.40516749479505726,0.35197184789298785,0.07871467036608921,0.0796604492264896
10,0.2700291276866384,0.26160628959896925,0.38978085403885687,0.30697427228188134,0.2569162232557956,0.38468221874261216,0.3196043931990881,0.07511226754850468,0.07540408291980083
11,0.26568166900498325,0.26743420501523085,0.4168168399179264,0.3055314650667264,0.29588083250056424,0.42377172213264913,0.36225820189147384,0.08107917239281849,0.07598395373910358
12,0.26016387712049416,0.2075717635866338,0.32930175940743645,0.20034595525258117,0.2103999701605185,0.3297744318434096,0.21354955290351973,0.07652118893639268,0.07417710968817054
13,0.2536203807938827,0.2704406145317644,0.3944830849724747,0.3262865325649637,0.28680020088508246,0.4005223203150249,0.34489361334205126,0.08094646979448016,0.0798770553477575
14,0.2513739959671316,0.28507001383451147,0.41517500996211076,0.33720561227078305,0.2899082975546284,0.41527058650131066,0.35580661394581187,0.06732677346219759,0.06853485228792353
15,0.24723088226090956,0.2699281212454947,0.38801441655208974,0.32026365416408603,0.2884216587985868,0.4137665145277454,0.3359903927456918,0.08052962970094331,0.08071408843308414
16,0.24350394008767232,0.26898848781186085,0.3982280045681792,0.33184908407901986,0.28525466738069916,0.40769184772766437,0.33968152215281977,0.08480309847419594,0.08260203261048361
17,0.24391172042369133,0.25837904822434204,0.3838162604921144,0.3210384220683459,0.28078423839139677,0.3906898474916064,0.34019196639440685,0.09867778759493402,0.09167852978275078
18,0.23679518948368805,0.286422313399131,0.42171646027814885,0.33321332808954224,0.3138455557017355,0.4351218631299805,0.3693661232723274,0.08194794453710898,0.07981023860897597
19,0.23429363495191413,0.2909718665125801,0.4380822635429371,0.33570917725719207,0.3107686939218054,0.43849288539767506,0.36794616807900093,0.08486459163528215,0.0831689670423326
20,0.23196697661489382,0.2705607094575103,0.41805062347046157,0.2597826445262644,0.28922568208253324,0.4155361173490178,0.27849792471410445,0.06431684263449476,0.0674510042847248
21,0.22571819549878913,0.2785275808897142,0.42972731988998625,0.32911535586886836,0.3042344525513043,0.43093685334773396,0.35945148831772245,0.06945292251400573,0.06850748090664603
22,0.2237840587087253,0.26795523480189526,0.4251795780466468,0.2649119921528859,0.3002096629318769,0.42372573059980806,0.30131555415180583,0.08167997910699168,0.07581684630429028
23,0.22125007640764716,0.2917177520625678,0.44416842324516,0.3507759966172443,0.31032667732846664,0.4435570841357191,0.37660951358345846,0.0735513514253804,0.07320348269432424
24,0.22027785731854274,0.2776450216510006,0.4332821652645786,0.3355835516911283,0.31804624821943833,0.4354468373475869,0.37566278678667986,0.06959175597800064,0.07250341189509218
25,0.21641954402099245,0.2931312641373374,0.4352809211551796,0.28610169714188327,0.3165858428934485,0.44509068353220965,0.32769911033097154,0.07050921368436183,0.06544398677881327
26,0.2136761229013366,0.2963257736723578,0.4382755823797648,0.3437131038059052,0.32437351046656077,0.4381533813945752,0.382923586398779,0.05841497040762317,0.056341174155436415
27,0.21325758636974898,0.28535508113254704,0.44655849965525596,0.3438768537423511,0.3276799739930794,0.4439620207188757,0.38442608300382614,0.07746474608554699,0.07435776642555113
28,0.21147005675268954,0.2802593148613508,0.43295759079523666,0.2753119165163929,0.3039059082929387,0.43290490407888704,0.30168615935238835,0.09159041691751083,0.08724139954076819
29,0.20992782751956035,0.2906294318732017,0.42610436836649135,0.3428962513076338,0.308305716244505,0.42618299069535515,0.3593178861921449,0.08054662187396973,0.0778443365706416
30,0.20699477444462555,0.28370807746585724,0.4397535461128631,0.28829455645797086,0.3007153877089831,0.4408738751439003,0.3171768736949566,0.08099345609780387,0.07582107458042214
31,0.20530611996146145,0.27850682714694186,0.4384078128249731,0.27124798278074624,0.30150350180728996,0.43858346562776906,0.3116997632856479,0.08533451689865533,0.08221897616168136
32,0.2045832263019863,0.30340028068404956,0.45220776488737396,0.3615438217984604,0.3396715703380823,0.4562657933364922,0.4000523876013516,0.09871318804966951,0.10060020496396337
33,0.20113239771562966,0.3049885431266042,0.45321026620240445,0.30509377398086795,0.31975605396279533,0.4612703157695884,0.3260482974143197,0.08638559869877509,0.08496790186098108
34,0.19983501405900708,0.2964980332928365,0.4540376011634192,0.2831109283388176,0.3251731309720323,0.45709070836510984,0.38870195166119287,0.09105007816966394,0.0885905318497611
35,0.1946905053674553,0.2977145958767867,0.43899298045978863,0.35447781955947,0.313854374933012,0.4372767395088286,0.3813873304207626,0.09868137507185772,0.09523112040891943
36,0.1967214706580081,0.2862090023767591,0.44014743796091776,0.28777234623316295,0.30991915631081973,0.43767124805793356,0.30742751133272084,0.08319836599759432,0.07989340501701948
37,0.1946696979278246,0.2945244956648308,0.45002248526860034,0.297440950159644,0.31240581685950475,0.4494964118459877,0.3139868813998854,0.08088028202462082,0.07714377365549534
38,0.19250954458859212,0.2933843871653084,0.44456391715768445,0.2864492274074162,0.3137362844860496,0.44274200075092374,0.36796272169906313,0.08455103049086864,0.08007602922195604
39,0.19174255734939688,0.29022647915600114,0.44788250015226505,0.2838045365999057,0.30832576804685863,0.4456096886547195,0.3068361070984733,0.10617217102204929,0.09821712661044883
40,0.1894532614422271,0.28709007961121713,0.44729174842438746,0.28887180668570156,0.31748231992669784,0.44347663191441394,0.318858702212419,0.09876858581105635,0.0946954131716604
41,0.18923281628399777,0.2978929279199277,0.4478771706249386,0.35057780006506156,0.32362662357131783,0.44862504939996767,0.3710672861800609,0.09200058158898403,0.08766102544747692
42,0.19019797448785045,0.2931652577683698,0.4438331201615339,0.2868003127808376,0.30906213389035864,0.44595952004097256,0.30978333859838214,0.09922777822575657,0.09250381664894411
43,0.18863953137006917,0.29466718468819825,0.44949760220720647,0.28655154919068465,0.3200192053748263,0.4471595397964233,0.3658820819434346,0.08584458561894533,0.0826348774926241
44,0.1881537401907135,0.30071513678704576,0.4485612913101207,0.3468480275872897,0.3302617006096963,0.4483622917312662,0.3754270850033947,0.08427267508200052,0.07939867173751851
45,0.18758234288404665,0.29828525847301796,0.4470840212342811,0.35158391247890786,0.3308868488089498,0.44448518879843246,0.3751509239575104,0.08616488641603508,0.08113669302333615
46,0.19003817789956107,0.2985832408150478,0.44425556461157806,0.3497146416235718,0.31824278760870417,0.44295679240403857,0.3645427315667893,0.08803294931456807,0.08255599548332163
47,0.18654356272849526,0.29155055755192455,0.4479905144778735,0.2903044469019702,0.30871413401777914,0.4474505236338966,0.30866448046108913,0.0827039619480278,0.0788465149851348
48,0.1877104962458376,0.2989591776699667,0.44815081685492086,0.35164007814029846,0.32190558981394435,0.4437117267224656,0.36989408246374655,0.08230328348032541,0.0802033320500994
49,0.18742002211455616,0.2930571460068871,0.44642071190402144,0.281796291289396,0.31081033074992037,0.44641425031571064,0.3128812031290376,0.08937911149462847,0.08430319083481559
