epoch,loss,mask_mAP,mask_mAP_50,mask_mAP_75,box_mAP,box_mAP_50,box_mAP_75,box_mAP_small,mask_mAP_small
0,0.7659502939368417,0.08211561738920657,0.1374160986578107,0.080879041868113,0.10167838771722316,0.16372360821623688,0.11087339433085258,0.03189594603077905,0.02833926464555397
1,0.4840255415867991,0.15524243779615024,0.26607783869931945,0.15992357539261387,0.18189548923009122,0.29874499649237596,0.20165642580906046,0.08729176108946089,0.07567147667619416
2,0.4265621899081281,0.1683117919816321,0.2939289356220558,0.16899131039649484,0.19630424874268396,0.318627868921773,0.2113577425267433,0.09722079189109488,0.08544811115015344
3,0.39873685210463133,0.17993511629375217,0.30095130451895047,0.1864587296862513,0.21721821643219602,0.33487995231097056,0.23553731339998002,0.102117034535048,0.09180258224150435
4,0.37973491380353547,0.19983220690675932,0.3309681925494762,0.20843457529146342,0.24111841810640372,0.3672157011482261,0.2641476355506517,0.11218674979567286,0.0955323063638942
5,0.36448334761268586,0.19214574359087888,0.33824692927183686,0.18416606238924227,0.22139980806071716,0.36821260505890036,0.23026565483030537,0.11623984788722785,0.10739273515248256
6,0.3472359242492449,0.21120834884070055,0.3551891580047065,0.21881129974874408,0.24600938064340777,0.38375214549217945,0.27212011947921966,0.125501331047139,0.10691239269789175
7,0.3357459993610595,0.20746874822144395,0.35430483825653236,0.21382466739820058,0.251272809380428,0.3870961332010229,0.28368371986824464,0.1357643711555557,0.11205974399317445
8,0.3315249682949969,0.21201358229551132,0.35225954240818025,0.2243099081481424,0.25025738601205083,0.3836976458061281,0.27989113940726695,0.1362811285070861,0.11655324349125244
9,0.3197073292407257,0.20412580857392987,0.3448829232322467,0.2069383319045013,0.2523128482497739,0.3872203449062073,0.2839217184111754,0.12904508056411423,0.10324597409137942
10,0.31006381236930763,0.2134645837835869,0.36455412793444325,0.2137447623333287,0.2564435314186592,0.40328954124806354,0.2814743886861877,0.13220591387337313,0.10855880316706733
11,0.3028852800749787,0.2142575972660881,0.36593896446678004,0.20793616837292747,0.25581214118997325,0.3949369777089695,0.2829068693316617,0.13290068277492836,0.10736863658700338
12,0.2964816371156676,0.22042732494643485,0.37137642970517093,0.22146488078806445,0.26935917500363077,0.4055596769700295,0.30515820866523097,0.1407740807652168,0.11192899668146844
13,0.29260862745169225,0.21830804622216501,0.37149856720398244,0.21540417116081698,0.2649007814341398,0.41712502244766353,0.2946506065057913,0.14133415899743162,0.11350286118373222
14,0.28476137447239,0.22126576116503902,0.38023801459584955,0.21740061538211447,0.2697197912807555,0.4184379270133273,0.3016748963685746,0.15093666354845486,0.11946122820263168
15,0.2821521215427025,0.21392647624738578,0.36344849071734137,0.21596587328980082,0.26339841700441724,0.40245400079532556,0.29570613090235454,0.1428466491810189,0.11391906874909516
16,0.27627478390378135,0.22797935996967567,0.38243884290151214,0.23439758252975917,0.27252944675559804,0.4157640155709382,0.30642194045293947,0.14424505610321064,0.11593931865733517
17,0.2717043511486408,0.22697731654359515,0.3820059341324361,0.23092597553043767,0.27154411892283176,0.41857068160865535,0.297299281658372,0.13605794548574082,0.11125329075412395
18,0.2691832853220357,0.22506022001190357,0.39052500340972707,0.22428013897298207,0.27512003832406584,0.42482142030368036,0.29853676420040903,0.14134529385826083,0.1107483751886272
19,0.26299782224747326,0.22767151328598131,0.38775974278854525,0.22747289378086613,0.270992526262582,0.4253274770147034,0.2960288511651442,0.14041181896413418,0.11447573746806475
20,0.2584853237298637,0.22508372289229356,0.38437073674545424,0.22463655603317959,0.2742695419605895,0.42057733523090457,0.29692809331671655,0.14498685379297724,0.11416604312112319
21,0.2582052389189804,0.22004511104861274,0.3785324091866612,0.2186450302552211,0.2694672587269177,0.41561316487651834,0.30165791720948504,0.14448194512453844,0.11418244368686596
22,0.25258478592467276,0.23132439891518522,0.3916178230133116,0.236867133134171,0.2820520753952166,0.4263134893167121,0.3159495108164885,0.1511844416856653,0.12120844873573519
23,0.24733088421260263,0.22280929126377935,0.3808100219207627,0.22246068072707936,0.2773295842393722,0.42236059953126026,0.307548536825673,0.13977968632748983,0.10670312504609034
24,0.24543851074823808,0.22270490447777,0.38071166187737565,0.22631041370182967,0.27560091632388634,0.4264975244710447,0.2974810687272354,0.14062596542867392,0.10550191188714107
25,0.24208734410698382,0.22734847642199218,0.38822125847846856,0.22721165246833575,0.283008827796044,0.43256541364373113,0.30928137910439435,0.1503193022469308,0.1148261060045399
26,0.23959237137691683,0.22621325259056474,0.38718180607350217,0.2311829217039118,0.2797377256280275,0.42926569431675504,0.3073686091541417,0.14664976718199765,0.11283514173630649
27,0.23457372351059091,0.22971690343412557,0.3868789991117352,0.23160913429980332,0.2818119069981993,0.42613489855250314,0.3157636289297754,0.15184661220870105,0.11689579680642069
28,0.2343199397846964,0.23178516944909333,0.3924538045228509,0.2452583082143595,0.2783653159190133,0.4291734884115296,0.30351134285542336,0.14061318694138908,0.11642838717335922
29,0.2340526935336315,0.2304587181928486,0.3920349475797549,0.23572623182260918,0.285560143176706,0.4344765918330836,0.31620086097038685,0.15460065307701468,0.12121360651424398
30,0.2280216146135862,0.23366422651586602,0.40183965117696585,0.23962691103998776,0.2838247149998042,0.4358739762149802,0.3110507904215045,0.1516416947197988,0.12021102336824428
31,0.2245848323628214,0.2322655323377419,0.39898374817193805,0.23683253313396616,0.2880093975619453,0.44115129967673306,0.31357268896323875,0.15142376462182078,0.12029386731617894
32,0.2231863936527068,0.23255931644657496,0.3995484917737537,0.23327701444417728,0.28654651447288343,0.4357892550010224,0.31535963371101855,0.1567090562189083,0.12252317975708256
33,0.22262009782566605,0.23369737217686318,0.39479519500722204,0.23455814567643593,0.28708971928472665,0.4288260482291649,0.31804595691944404,0.15584868213373795,0.12179233276135898
34,0.2203206720553071,0.23784440057881143,0.4014742643995734,0.24312573118823516,0.2916368067248326,0.4378375311400609,0.3232659453732294,0.15415866850203935,0.12155896994536325
35,0.21793099820540002,0.2371491512155135,0.3952227322077933,0.24833497734075033,0.28847984165169105,0.4366238268602431,0.32030200280772864,0.1511641952348044,0.11995322717546016
36,0.2174193655248025,0.23562425356313105,0.39964803971073515,0.24197069941963903,0.28953191421205443,0.43439107434120566,0.3209752018772928,0.14835010259758316,0.11582588882681039
37,0.21471377612637468,0.23877626345082248,0.40217707836818356,0.2381757156506278,0.2911106376704402,0.4361382434306246,0.3241072538891255,0.1523414808956652,0.11939629755144392
38,0.21424661515813778,0.23952820613913947,0.40776085563031156,0.2447396402700902,0.2931105294338582,0.4416707600606002,0.322968906762731,0.15743900618165585,0.1239424766136379
39,0.21313508706169648,0.23928905328012132,0.40443968201903835,0.24096539068361716,0.2954212661312143,0.44517679231840973,0.3273955784283691,0.15611471887363354,0.12002135338278193
40,0.21143740969519634,0.23783133905906823,0.40314126995671407,0.24292202194060675,0.2926614655543304,0.44055816886041,0.32318563752253376,0.155830419138863,0.12068046869166676
41,0.2111676864907644,0.23359067673617445,0.39708596621328607,0.2393261549857567,0.2902296326437077,0.4372312684578936,0.3159107502898669,0.15385635708481393,0.11981305695300924
42,0.20853702965869927,0.23354758402475018,0.3946147089779534,0.235965014181963,0.2911957521625934,0.4366855913129074,0.32251835641317894,0.15436358056055194,0.11799030571703868
43,0.20951281692901952,0.2361698898868203,0.4000210951335882,0.24165127879265624,0.29022842620150774,0.4359882488151732,0.3173988406095632,0.15490688471648226,0.12018434212818654
44,0.2082763634058918,0.23737288946264185,0.40076455074841705,0.23989165237415866,0.29183645355772875,0.4361266920456163,0.31851670272154975,0.15124156989512574,0.11662987946370104
45,0.2081997669319238,0.23418836916169908,0.39822179895616344,0.23453226403957686,0.2893113210030246,0.43498867713610895,0.31885168130901637,0.15221985295364363,0.11713732121545305
46,0.20545223949862532,0.23461018904383613,0.397980760537633,0.2362252959051147,0.29193311246623244,0.43424272162780947,0.3205100017194129,0.1536710118399712,0.11772274303311263
47,0.2066639802122057,0.23451043809124422,0.39876040230412657,0.23513294856958378,0.2902765077131573,0.4348063463010515,0.31902880852935267,0.1515211480619731,0.11572107961088035
48,0.20695904019153694,0.23473780094891894,0.39806748023343147,0.2390194228388504,0.29133788722406295,0.43749797929890266,0.3207291281173083,0.15234403401192054,0.11693201243203367
49,0.20565319415805064,0.2362004493988183,0.39882858490947964,0.24023460667040877,0.292687158647801,0.4355791473251755,0.3184550643349811,0.1533561259695335,0.11650163122947835
