epoch,loss,mask_mAP,mask_mAP_50,mask_mAP_75,box_mAP,box_mAP_50,box_mAP_75,box_mAP_small,mask_mAP_small
0,0.6775978827040665,0.20979458033905587,0.3635961639225746,0.20788160939802933,0.23962677952417186,0.4053659274345796,0.24768056535286936,0.08488381080912562,0.0768677831942729
1,0.46865578188473256,0.24961924576373795,0.44452448810934514,0.2516696529236531,0.3046431096366022,0.5102303607005819,0.3155070884353594,0.1211672308087408,0.10960623717432876
2,0.43012206039480366,0.2656653150291066,0.46565224269495714,0.26871595283277755,0.32299112726548745,0.521659375591946,0.34654787609769366,0.13505046282194516,0.12084000209608846
3,0.4097995435214963,0.26870097858687486,0.47016922400749617,0.26843946238606703,0.34041681107705474,0.5437903829715107,0.362600812963922,0.12822836261754658,0.11744182386650948
4,0.39161408359163424,0.2817202624047085,0.4817154025976171,0.284249680720195,0.35927908677800086,0.5689281171194351,0.3856294115656589,0.1491006713574124,0.13141881469278305
5,0.37995731919378384,0.28316794407694634,0.489434341341846,0.2846190882659374,0.348655394325062,0.5581858076977697,0.3720679615292795,0.16040623112035335,0.1498154584583803
6,0.3650485421647554,0.27693535733682045,0.4794735309919097,0.2805758614648328,0.3549144004316993,0.5626482912498545,0.3804033591180375,0.14608109659648505,0.1266194059970343
7,0.35684003681448884,0.2839257723622489,0.4844453044262543,0.2970109519249508,0.36041278254385845,0.5616343328844989,0.38945375998311726,0.16565689777064357,0.15431462678968047
8,0.34810498443582855,0.2855283073345715,0.49424596367924484,0.2932039717566382,0.35734324712766036,0.5636043400641694,0.3888890006817795,0.15963737612713488,0.14880130755639728
9,0.34183904587132913,0.2889247869011905,0.5045082353877891,0.2983018441593963,0.37250490638576034,0.5876380514560485,0.3975809649097581,0.19542696888413402,0.17916869218832707
10,0.3352062971751756,0.28703052884475283,0.49557609496608973,0.2959327055902767,0.36702469660316567,0.5713233337858576,0.39985123629324976,0.16356829512547225,0.15223695820785055
11,0.32831529579859936,0.2902945382347105,0.49879685925725076,0.2941845579511621,0.36886840028115736,0.5808181303109436,0.40045981806844017,0.18551247088138365,0.16741373402684329
12,0.3239580178954913,0.2794338886839708,0.48113809649916717,0.2871343213542514,0.3609792865790685,0.5673237061857098,0.3921033831463393,0.19692541219887089,0.175583659399506
13,0.3169686040445688,0.28519909004911237,0.48814191170142746,0.2931848217841013,0.3726052739964612,0.5757622326567091,0.4062164392608117,0.18057202975573028,0.16538118273152327
14,0.3126736216716211,0.2901515520284865,0.49591736405258663,0.2983159682247793,0.3700887189841899,0.5733435519575858,0.4011892807665768,0.19594197804839297,0.18394911640251185
15,0.3084488276621742,0.29225670123970166,0.49887265429646316,0.29997955337646354,0.368006997509327,0.5741660925643398,0.4016133893215629,0.1973900821410324,0.17678615308409618
16,0.30600438411766884,0.2785498579537025,0.47849731895406117,0.28138438842128405,0.3678237463994344,0.5667284500941102,0.3983914061433843,0.1982801053446811,0.1850744836872373
17,0.3005899624317662,0.28577899262055895,0.49774649173010077,0.28685041920712506,0.3665262516202552,0.5761293206285824,0.4002514227161248,0.19574743840471454,0.1729807963897405
18,0.2977725928428614,0.2901419750195812,0.5061925404964579,0.28944948953026345,0.373750643141224,0.5778617943646701,0.4037111960526763,0.1914988619064623,0.17706154440701843
19,0.29080047297493866,0.29506684008739875,0.5055255785708843,0.30366166015237916,0.3787035535142561,0.5897544814285017,0.41327150654578426,0.20173218396977388,0.18647654888132104
20,0.2870974531025199,0.2846989666338349,0.48929018508292765,0.2841895000243479,0.3668083425660669,0.5635335220792144,0.39896709144666725,0.20148114114032217,0.18003893077432184
21,0.28371225407418965,0.28906043400908116,0.4948197036545708,0.29174831850045085,0.3646482124788113,0.5701475298762538,0.3967511149723384,0.19792065957332136,0.17633083011867878
22,0.2800245033217671,0.29003740031146985,0.49422173003354347,0.3009344197831938,0.3774138795746461,0.5752559458241927,0.41038329084797565,0.2011196806540338,0.18774260957433545
23,0.27976678784989634,0.2954927869448492,0.5059016190177722,0.3008101559105864,0.3842260931527657,0.5844567907881376,0.4218172648854469,0.17763441114757555,0.16548152491129378
24,0.2760243657963778,0.29064111529744596,0.502987228027384,0.2960677491628349,0.3791437818098167,0.5852381256753402,0.4073374116649986,0.201488583940442,0.18221400916109295
25,0.2726244348566033,0.2860719064271624,0.49019119823508817,0.292913272164456,0.3732614848107334,0.5671177311431178,0.4108095395865705,0.20192963351952825,0.18458710726183802
26,0.2656652286557951,0.2878689316593091,0.49244573511485906,0.2990799295294442,0.37257078676844163,0.5756924724162531,0.40557448135837004,0.20722573733072913,0.19172881391901747
